Price,Make,Milage,Year,Body_Sytle,City,State
13407,Ford,22578,2019,Sedan,Philadelphia,PA
15795,Nissan,1,2019,Sedan,Fort Lauderdale,FL
12000,Nissan,51747,2013,SUV,Winchester,VA
31257,Toyota,2,2020,SUV,Deerfield Beach,FL
31519,Chevrolet,9,2019,Sedan,Fayetteville,NC
28650,Kia,1,2021,Sedan,Woodstock,GA
21990,Volvo,84500,2015,SUV,Tuscaloosa,AL
80273,Jaguar,13,2020,SUV,Fort Lauderdale,FL
17590,Chevrolet,24567,2017,Sedan,Miami Springs,FL
72750,Ford,25,2020,Crew Cab Pickup,Buford,GA
59999,GMC,37877,2019,SUV,Salem,VA
28818.3103,Lexus,24639,2018,SUV,Pembroke Pines,FL
36995,Toyota,15906,2017,Crew Cab Pickup,Potsdam,NY
37803,Mercedes-Benz,9420,2018,SUV,Nanuet,NY
51995,Alfa Romeo,39,2020,Sedan,Greenwich,CT
20490,Toyota,3,2021,Sedan,Martinsburg,WV
31434,Alfa Romeo,14276,2019,Sedan,Germantown,MD
19086,Chevrolet,14196,2017,SUV,Newport News,VA
46755,Ford,0,2020,Cargo Van,Brewster,NY
29750,Jeep,26208,2017,SUV,Chardon,OH
12988,Mazda,63473,2017,Hatchback,Laurel,MD
26990,Mercedes-Benz,19593,2019,Sedan,Fredricksburg,VA
37837,RAM,21,2020,Crew Cab Pickup,Souderton,PA
41883,Subaru,0,2020,SUV,Cumming,GA
39997,Mazda,5890,2019,SUV,Franklin,TN
45404,Toyota,10,2020,SUV,Rock Hill,SC
14490,Volkswagen,34312,2016,Sedan,Gainesville,FL
16990,Toyota,4091,2019,Sedan,Smiths Station,AL
55565,Ford,12,2020,SUV,Raleigh,NC
20395,Nissan,8,2020,SUV,Milledgeville,GA
25587,Toyota,4,2020,SUV,Stuart,FL
21110,Toyota,43810,2018,Sedan,Fayetteville,NC
29230,RAM,0,2019,Crew Cab Pickup,Kernersville,NC
23149,Toyota,121238,2014,Crew Cab Pickup,Virginia Beach,VA
17590,Honda,62855,2014,SUV,Philadelphia,PA
27660,INFINITI,43599,2017,SUV,Tampa,FL
19990,Buick,21465,2017,SUV,Naples,FL
26244,Mazda,2,2020,SUV,Orlando,FL
7995,Volkswagen,104510,2011,SUV,Inwood,NY
27990,Toyota,28981,2018,SUV,Washington,VA
24299,Ford,19879,2017,SUV,Sayville,NY
18590,Kia,31865,2017,SUV,Washington,VA
17770,Buick,10564,2017,SUV,Bartow,FL
15120,Mitsubishi,28260,2019,SUV,Wilmington,DE
57145,Acura,5,2020,SUV,Henrico,VA
35550,MINI,12,2020,Hatchback,West Palm Beach,FL
22999,Toyota,28030,2017,SUV,Brooklyn,NY
18590,Kia,3,2020,Sedan,Charlotte,NC
31000,Ford,3248,2020,SUV,Albany,NY
64873,Genesis,150,2020,Sedan,Newnan,GA
35910,Honda,0,2020,Minivan,Doylestown,PA
30677,Acura,21715,2018,Sedan,Ardmore,PA
13000,Dodge,53732,2015,Minivan,Sarasota,FL
43393,Lincoln,3,2020,Sedan,Schenectady,NY
31441,Toyota,2,2020,SUV,Trevose,PA
26129,Chevrolet,3450,2020,SUV,Raleigh,NC
22906,Chevrolet,10,2020,SUV,Fredericksburg,VA
116737,Mercedes-Benz,20,2020,Cargo Van,Charleston,SC
26840,Kia,0,2021,SUV,South Charleston,WV
44999,BMW,11018,2019,Sedan,Orlando,FL
39860,Honda,270,2020,SUV,Greer,SC
26025,Volkswagen,2869,2020,SUV,Daytona Beach,FL
27473,Toyota,0,2020,SUV,Suitland,MD
41500,GMC,39538,2019,SUV,Scottsboro,AL
28818.3103,Mazda,158432,2010,SUV,Mobile,AL
20243,Mitsubishi,28429,2019,SUV,Daphne,AL
28818.3103,GMC,210633,2004,SUV,Fallston,MD
21990,Chevrolet,36942,2017,SUV,Washington,VA
18590,Audi,14786,2015,Sedan,Pittsburgh,PA
28020,Mitsubishi,3,2020,SUV,Rahway,NJ
28990,Ford,23096,2017,SUV,Camp Hill,PA
37990,Ford,5100,2019,Crew Cab Pickup,Orange City,FL
22157,Kia,8,2020,SUV,Tampa,FL
32900,BMW,39243,2018,SUV,Englewood,FL
15490,Toyota,24666,2019,Sedan,Margate,FL
28818.3103,Toyota,2,2020,Sedan,Glens Falls,NY
16987,Nissan,4866,2020,Sedan,Roanoke Rapids,NC
14499,Ford,6745,2017,Sedan,Margate,FL
29998,Lexus,23380,2017,Sedan,Clearwater,FL
42475,Honda,7,2021,SUV,Cockeysville,MD
15648,Kia,5,2020,Hatchback,Gastonia,NC
17947,Nissan,33104,2017,SUV,Hummels Warf,PA
16899,Cadillac,57705,2016,Sedan,West Park,FL
16995,Chevrolet,46000,2017,Sedan,Avon,NY
10999,Hyundai,20901,2017,Sedan,Laurel,MD
17990,Honda,46501,2017,Sedan,Miami Springs,FL
21795,Hyundai,17,2020,Sedan,Tampa,FL
35071,Subaru,0,2020,SUV,Leesburg,VA
25564,Toyota,19,2020,Sedan,Buford,GA
18608,Ford,63213,2015,Convertible,New Smyrna Beach,FL
12910,Nissan,36907,2019,Sedan,Fort Myers,FL
26380,Jeep,15,2020,SUV,Long Island City,NY
27890,Nissan,6235,2020,SUV,Webster,NY
20425,Kia,11,2020,Sedan,Bristol,TN
29250,Toyota,5,2020,SUV,Coconut Creek,FL
25163,Honda,72129,2017,SUV,Jacksonville,FL
27100,Kia,10,2021,Sedan,Franklin,TN
25990,Ford,8015,2019,Regular Cab Pickup,Atlanta,GA
12990,Honda,78082,2012,Sedan,Augusta,GA
15490,Toyota,100451,2007,Crew Cab Pickup,Bloomingdale,NJ
17450,Chevrolet,33956,2017,Hatchback,McKeesport,PA
39949,Toyota,4630,2020,SUV,Hendersonville,TN
28818.3103,Toyota,36291,2017,SUV,Fallston,MD
15680,Toyota,22320,2017,Sedan,Duluth,GA
16817,Toyota,75102,2016,SUV,Holiday,FL
35437,Ford,5,2020,SUV,Woodside,NY
35650,Ford,3,2020,Crew Cab Pickup,Bedford,PA
25737,Toyota,34544,2017,SUV,Lakewood,NY
24727,Dodge,38235,2017,Sedan,Hempstead,NY
20914,Nissan,26213,2017,SUV,Swarthmore,PA
15610,Kia,23196,2019,Sedan,Birmingham,AL
14657,Ford,34206,2016,SUV,Duluth,GA
11995,Kia,85701,2017,SUV,Marietta,GA
29870,Jeep,0,2020,SUV,Lancaster,PA
18210,Ford,34107,2019,SUV,Charlotte,NC
34925,Chevrolet,34715,2017,Crew Cab Pickup,Seaford,DE
20800,Chevrolet,5229,2019,SUV,Jonesboro,GA
19555,Ford,28605,2018,SUV,Carrollton,GA
29590,Audi,30281,2018,SUV,Orange City,FL
43990,Ford,5759,2019,Crew Cab Pickup,Atlanta,GA
30081,Mazda,142,2020,SUV,Fredericksburg,VA
22775,Chevrolet,3,2020,SUV,Plant City,FL
14990,Kia,30163,2017,Sedan,Washington,VA
13490,Toyota,55090,2016,Sedan,Allentown,PA
21590,Nissan,32005,2018,SUV,Winston-Salem,NC
21999,Chevrolet,22000,2017,SUV,Bath,NY
20590,GMC,20970,2018,SUV,Allentown,PA
10590,FIAT,63863,2012,Hatchback,Baltimore,MD
13988,Toyota,41688,2014,Sedan,Mobile,AL
21995,Honda,22544,2017,SUV,Liverpool,NY
24780,Honda,34375,2017,SUV,Rochester,NY
16950,Nissan,28053,2016,SUV,Houlton,ME
35555,Volvo,8080,2019,Sedan,Falls Church,VA
38424,Jeep,10,2020,SUV,Tampa,FL
81950,GMC,4,2020,Crew Cab Pickup,Jacksonville,FL
23587,Nissan,51347,2019,SUV,Zanesville,OH
21510,Chevrolet,12588,2019,SUV,Tallahassee,FL
32843,Hyundai,3,2021,SUV,Staten Island,NY
46340,Honda,4,2021,SUV,Glen Head,NY
44392,Subaru,1,2020,SUV,Jacksonville,FL
23500,INFINITI,33524,2017,SUV,Fallston,MD
28818.3103,Ford,0,2020,SUV,Decatur,AL
28818.3103,Jeep,36277,2017,SUV,Jenkintown,PA
17590,Buick,20660,2017,Sedan,Camp Hill,PA
28818.3103,MINI,96350,2009,Hatchback,Chattanooga,TN
14590,Ford,32288,2017,Hatchback,Washington,VA
37899,Alfa Romeo,9707,2019,SUV,Apex,NC
21998,Honda,30933,2017,SUV,Virginia Beach,VA
27197,Nissan,15046,2020,SUV,FT LAUDERDALE,FL
10899,Honda,71926,2011,SUV,Lockport,NY
60951,Mercedes-Benz,46236,2018,SUV,Charleston,SC
19290,Nissan,8,2020,Sedan,Franklin,TN
12990,Nissan,61346,2018,Sedan,Nashville,TN
45115,Jeep,0,2020,SUV,Lebanon,PA
11000,Acura,113000,2012,Sedan,Quakertown,PA
15925,Kia,17770,2017,Sedan,West Seneca,NY
15800,Mazda,50623,2017,Sedan,Spartanburg,SC
46791,Toyota,2,2020,SUV,Tampa,FL
14750,Kia,63316,2016,SUV,New Smyrna Beach,FL
42400,Ford,19208,2018,Crew Cab Pickup,Staten Island,NY
43500,Ford,1725,2020,SUV,Lake Park,FL
28818.3103,Acura,74194,2015,SUV,Bethesda,MD
49997,Audi,9088,2019,SUV,Danbury,CT
20990,GMC,16120,2018,SUV,Baltimore,MD
35895,Chevrolet,2,2020,Regular Cab Pickup,Danbury,CT
46665,RAM,30,2020,Crew Cab Pickup,Painesville,OH
39830,Ford,33289,2019,SUV,Birmingham,AL
45987,GMC,31979,2017,Crew Cab Pickup,Charlotte,NC
22395,Kia,21859,2017,SUV,State College,PA
16590,Ford,26664,2018,SUV,Hagerstown,MD
16400,Kia,64981,2017,SUV,Columbia,SC
17450,Chevrolet,33642,2018,SUV,Lockport,NY
27599,Chevrolet,9290,2020,Coupe,Henderson,NC
44099,Jeep,20822,2019,SUV,Starke,FL
16619,Toyota,27367,2020,Sedan,Richmond,VA
19000,Ford,122000,2016,SUV,Vidalia,GA
15998,Ford,51660,2018,Sedan,Marietta,GA
11972,Kia,73708,2014,Sedan,Orlando,FL
36940,Buick,7,2020,SUV,East Aurora,NY
21997,Honda,51835,2017,Hatchback,Alcoa,TN
28818.3103,Chevrolet,1,2020,Coupe,Fort Montgomery,NY
27990,Cadillac,26034,2017,SUV,Baltimore,MD
13588,Kia,89495,2016,Sedan,Clanton,AL
40180,Nissan,4,2020,Sedan,Tampa,FL
52762,Jeep,149,2020,Crew Cab Pickup,Raleigh,NC
28900,Chrysler,19678,2018,Minivan,Cadiz,KY
26214,Jeep,42280,2018,SUV,Delray Beach,FL
13990,Toyota,30419,2012,Sedan,Charlottesville,VA
45175,Audi,4,2019,Sedan,Anchorage,AK
19420,Kia,37865,2017,Sedan,Miami,FL
22800,Kia,24515,2017,SUV,Fredericksburg,VA
40590,Genesis,1122,2019,Sedan,Charlottesville,VA
41290,RAM,0,2020,Crew Cab Pickup,Hopkinsville,KY
33500,Chevrolet,13281,2020,Crew Cab Pickup,Greensboro,NC
21990,Nissan,6787,2020,SUV,Charlotte,NC
58996,BMW,493,2020,SUV,Alpharetta,GA
24990,Audi,61153,2017,Sedan,Washington,VA
37799,Ford,46369,2019,SUV,Gainesville,FL
28818.3103,Porsche,36307,2009,Convertible,Longwood,FL
20590,GMC,0,2020,SUV,Duluth,GA
15630,Nissan,34385,2017,Sedan,Bethesda,MD
11999,Nissan,63348,2014,SUV,West Mifflin,PA
24998,Jeep,46685,2016,SUV,Jacksonville,FL
24263,Chevrolet,34,2020,SUV,Lawrenceville,GA
38988,Acura,15588,2017,SUV,Durham,NC
37695,Kia,24760,2020,SUV,Orlando,FL
18995,Ford,94385,2013,SUV,eight mile,AL
58635,Chevrolet,1,2020,Crew Cab Pickup,Salem,OH
71405,RAM,0,2020,Crew Cab Pickup,Kernersville,NC
25990,Buick,6662,2017,SUV,Chattanooga,TN
44405,Ford,8,2020,Crew Cab Pickup,Hialeah,FL
21129,Ford,4,2020,Sedan,Dover,DE
21820,Chevrolet,31628,2019,Passenger Van,Knoxville,TN
35347,GMC,200,2020,SUV,Monroe,NC
19575,Hyundai,0,2020,Sedan,Frederick,MD
37395,Ford,10,2020,SUV,Delray Beach,FL
47600,INFINITI,10,2020,SUV,White Plains,NY
37024,Ford,0,2020,SUV,Orlando,FL
29180,Hyundai,0,2020,SUV,Mahwah,NJ
13927,Toyota,43995,2018,Sedan,Coconut Creek,FL
18400,Hyundai,39780,2019,SUV,Lithia Springs,GA
17140,Dodge,41346,2019,Minivan,Hagerstown,MD
13590,Ford,30416,2017,Sedan,Nashville,TN
39725,Ford,5,2020,SUV,Wilmington,DE
16882,Toyota,13637,2018,Sedan,Philadelphia,PA
38920,Acura,5513,2020,SUV,Chantilly,VA
18490,Honda,327,2020,Sedan,Birmingham,AL
34425,Nissan,5,2020,Sedan,McDonough,GA
17477,Kia,29051,2017,SUV,Salisbury,NC
35868,Volkswagen,10,2020,SUV,Alexandria,VA
26980,Mazda,14500,2019,SUV,Pensacola,FL
12869,Hyundai,50891,2014,Sedan,Cookeville,TN
11598,Honda,57588,2013,Hatchback,Laurel,MD
31659,Ford,0,2020,SUV,Anchorage,AK
11000,Hyundai,44665,2013,Sedan,Bristol,TN
33913,Honda,12350,2019,SUV,Davie,FL
30999,BMW,26542,2017,Hatchback,Irondale,AL
26181,Nissan,0,2020,SUV,Decatur,AL
11000,Chevrolet,71982,2016,Sedan,Alexandria,VA
15990,Kia,48144,2017,Sedan,Washington,VA
9700,Nissan,30264,2018,Sedan,Philadelphia,PA
35815,Ford,10011,2019,Cargo Van,East Greenbush,NY
26219,RAM,0,2019,Regular Cab Pickup,Kernersville,NC
25955,Kia,0,2021,Sedan,Columbia,SC
10784,Kia,53535,2013,Wagon,Gainesville,FL
6995,Nissan,93477,2010,Hatchback,Levittown,PA
43598,Ford,3,2020,Crew Cab Pickup,Glen Burnie,MD
58800,GMC,0,2020,Crew Cab Pickup,Sanford,NC
65930,Porsche,0,2020,SUV,Roswell,GA
45434,Ford,7,2020,Crew Cab Pickup,Hamburg,NY
26515,Honda,25651,2019,SUV,Port Charlotte,FL
51000,Volvo,15935,2019,SUV,Saint Albans,VT
39080,Honda,10,2020,SUV,Lithia Springs,GA
18400,Ford,76260,2017,SUV,Albany,NY
69345,Volvo,0,2020,SUV,Pittston,PA
55105,Jeep,9,2020,Crew Cab Pickup,Mechanicsburg,PA
42893,Lincoln,0,2020,SUV,Punta Gorda,FL
38883,Chevrolet,10,2020,SUV,Bourne,MA
22998,Toyota,3311,2019,Sedan,Buford,GA
48075,Cadillac,4,2020,SUV,Columbiana,OH
20491,Toyota,57946,2016,Sedan,Homosassa,FL
22008,Toyota,32229,2017,SUV,Airmont,NY
16523,Kia,2996,2020,Hatchback,Tampa,FL
25000,Ford,8155,2018,Regular Cab Pickup,Tampa,FL
19990,Ford,100850,2014,Crew Cab Pickup,Duncansville,PA
29530,Chevrolet,5,2020,Coupe,Lithia Springs,GA
20245,Kia,919,2020,Hatchback,Lehighton,PA
24285,Kia,9,2021,Hatchback,Reading,PA
14895,Mazda,85470,2016,SUV,Leesburg,VA
12990,Nissan,29089,2017,Hatchback,Wheeling,WV
22990,Lincoln,24693,2017,Sedan,Orange City,FL
13418,Toyota,139170,2015,SUV,Baltimore,MD
24990,Ford,105699,2016,Crew Cab Pickup,Dothan,AL
13990,Ford,18439,2017,Sedan,Philadelphia,PA
14995,BMW,68154,2009,Wagon,Davie,FL
14040,Toyota,37828,2017,Sedan,Williamsburg,VA
15965,Ford,53274,2016,SUV,Sebring,FL
21995,Ford,75661,2017,SUV,Tampa,FL
28818.3103,Nissan,61133,2015,Sedan,Long Island City,NY
26590,Dodge,40632,2017,Coupe,Johnstown,PA
14999,Volkswagen,12939,2019,Sedan,Norristown,PA
22340,Lincoln,18769,2018,Sedan,Wilmington,DE
39990,Jeep,25181,2019,SUV,Johnstown,PA
36693,GMC,1,2020,SUV,Newnan,GA
17945,Buick,32136,2017,SUV,Brooksville,FL
15995,Nissan,24423,2017,SUV,Auburn,NY
44987,Ford,3,2020,Extended Cab Pickup,Blue Ridge,GA
3995,Nissan,131072,2010,Sedan,Jamaica,NY
37605,Toyota,0,2020,Sedan,Columbus,MS
15999,Honda,37000,2016,SUV,Lockport,NY
21010,Hyundai,27,2020,Sedan,Emmaus,PA
34990,RAM,44050,2017,Crew Cab Pickup,Cortlandt Manor,NY
32990,Volvo,23864,2019,SUV,Lebanon,PA
31063,Chevrolet,4821,2019,Sedan,Charlotte,NC
22999,Volkswagen,8345,2019,Sedan,Norristown,PA
32390,Hyundai,11,2020,Sedan,Ocala,FL
43988,Mercedes-Benz,7,2020,Cargo Van,Morrow,GA
17900,Hyundai,26289,2019,SUV,Bethesda,MD
13920,Nissan,27955,2017,Sedan,Parkersburg,WV
24765,Chevrolet,6,2020,Sedan,Orlando,FL
28818.3103,Hyundai,140556,2014,Sedan,Jasper,AL
19590,MINI,20844,2018,Hatchback,Tuscaloosa,AL
18510,Volvo,34052,2017,Sedan,Norfolk,VA
18990,Mazda,15969,2018,Sedan,Johnson City,TN
54885,Chevrolet,0,2020,Crew Cab Pickup,Colmar,PA
39424,Ford,3,2020,Crew Cab Pickup,Bremen,GA
26873,Toyota,30928,2018,Sedan,Statesville,NC
21590,Honda,13679,2019,Sedan,Naples,FL
28456,Toyota,0,2020,Hatchback,Westminster,MD
31979,Toyota,1,2020,Sedan,Moon,PA
38000,Honda,25989,2017,SUV,Myrtle Beach,SC
34949,Jeep,19774,2018,SUV,Clermont,FL
42700,Chevrolet,15004,2017,Coupe,Purcellville,VA
30867,Toyota,1,2020,SUV,Decatur,AL
21398,Nissan,6,2020,SUV,Greenacres,FL
27998,Toyota,10093,2020,Sedan,Greensboro,NC
27990,Chrysler,15364,2019,Minivan,Lakeland,FL
30143,Kia,1,2021,SUV,Wesley Chapel,FL
49089,RAM,11,2020,Crew Cab Pickup,Budd Lake,NJ
37990,Ford,5100,2019,Crew Cab Pickup,Miami Springs,FL
5899,Toyota,155000,2007,Hatchback,JACKSONVILLE,FL
26700,Hyundai,0,2020,SUV,Riverhead,NY
22713,Nissan,10,2020,SUV,Daytona Beach,FL
42483,Ford,0,2020,Cargo Van,Whitehall,PA
23870,Hyundai,13838,2020,SUV,Sarasota,FL
25277,Subaru,12,2020,SUV,Ramsey,NJ
31170,Honda,0,2020,SUV,Bradenton,FL
23251,GMC,54726,2016,SUV,Tappahannock,VA
28979,Buick,14,2020,SUV,Ocala,FL
9480,Kia,52235,2015,Wagon,Sarasota,FL
28923,Chevrolet,5,2020,SUV,Greensboro,GA
37990,Ford,10,2020,Regular Cab Pickup,Cookeville,TN
26189,Honda,5,2020,SUV,Winston Salem,NC
27758,Kia,5,2020,SUV,Vestal,NY
28818.3103,Chevrolet,0,2020,SUV,Hamilton,NY
19960,Chevrolet,5,2020,Sedan,Hoover,AL
30605,Buick,22,2020,SUV,Great Neck,NY
38081,GMC,3,2020,SUV,Pensacola,FL
14990,Hyundai,35888,2018,Hatchback,Chattanooga,TN
29744,Toyota,199,2020,SUV,Danbury,CT
15997,Chevrolet,32510,2017,Sedan,Brodheadsville,PA
17998,Hyundai,21173,2017,SUV,Kennesaw,GA
38987,Chevrolet,11704,2019,Crew Cab Pickup,Bartow,FL
25870,Chevrolet,27653,2017,SUV,Cheektowaga,NY
19513,Toyota,113587,2017,Extended Cab Pickup,Batavia,NY
22590,Buick,27715,2017,SUV,Birmingham,AL
26987,Cadillac,30245,2019,Sedan,Lexington,NC
28818.3103,RAM,50,2020,Crew Cab Pickup,Jarrettsville,MD
23000,Honda,12675,2018,Sedan,Easley,SC
17398,Toyota,40830,2016,SUV,Fort Myers,FL
31990,Tesla,45966,2013,Sedan,Hickory,NC
39374,Volkswagen,4,2020,Sedan,Wakefield,RI
60550,Audi,39,2020,SUV,Sanford,FL
28818.3103,Kia,12,2019,Hatchback,Augusta,GA
154900,BMW,8,2020,Convertible,Sterling,VA
25474,Cadillac,43804,2019,Sedan,Newnan,GA
45734,Ford,5,2020,Crew Cab Pickup,Wasilla,AK
16998,Nissan,27079,2017,SUV,Hoover,AL
21800,Chevrolet,35933,2017,SUV,Clarksville,TN
26990,Cadillac,42361,2017,SUV,Buffalo,NY
58094,RAM,0,2020,Crew Cab Pickup,New Smyrna Beach,FL
28701,Mazda,3,2020,SUV,Pelham,AL
20112,Ford,10,2020,SUV,Raleigh,NC
63305,Jeep,5,2020,Crew Cab Pickup,Daphne,AL
25285,GMC,0,2020,SUV,Rainbow City,AL
41295,Ford,2,2020,Crew Cab Pickup,Orange City,FL
18495,Ford,25038,2018,Sedan,Dunn,NC
17951,Hyundai,18150,2019,Sedan,Virginia Beach,VA
28818.3103,Honda,0,2020,Coupe,Nashville,TN
44750,INFINITI,0,2020,SUV,Allentown,PA
30980,Dodge,23,2020,Coupe,Springfield,PA
28075,Nissan,0,2020,SUV,Morgantown,WV
41698,Lexus,6832,2017,SUV,Hardeeville,SC
12327,Nissan,114606,2014,SUV,Kissimmee,FL
18590,Ford,53967,2017,SUV,Allentown,PA
28651,Ford,3833,2020,SUV,Warminster,PA
18906,Hyundai,6489,2017,SUV,Grand Island,NY
36995,BMW,33099,2016,Sedan,Southampton,NY
9987,Toyota,96813,2008,SUV,Erie,PA
45059,Lexus,2,2020,Sedan,Atlanta,GA
26999,Toyota,25399,2016,Minivan,Monroe,NY
14900,Nissan,73314,2012,SUV,Winchester,VA
22780,Jeep,31449,2019,SUV,Rochester,NY
28802,Toyota,17544,2019,SUV,Monroeville,PA
27890,Lincoln,29777,2019,SUV,Lansdale,PA
42998,Mercedes-Benz,37419,2017,Sedan,Charleston,SC
19995,Mazda,10938,2020,Hatchback,Leesburg,FL
36905,Audi,48517,2018,SUV,Erie,PA
3888,Nissan,204376,2001,Sedan,Brooklyn,NY
27449,Toyota,22186,2019,Minivan,Kingston,NY
12999,Jeep,112668,2008,SUV,Bordentown,NJ
23590,Toyota,9429,2018,Sedan,Washington,VA
27394,Ford,6,2019,Passenger Van,Manassas,VA
19999,Hyundai,40795,2018,Sedan,Orlando,FL
52564,Ford,3,2020,SUV,Poughkeepsie,NY
46995,RAM,16946,2020,Crew Cab Pickup,Oneonta,NY
40987,Chevrolet,3,2020,SUV,Wake Forest,NC
40925,GMC,18,2020,SUV,Englewood,NJ
28818.3103,Ford,40,2020,SUV,Pensacola,FL
12499,Ford,35312,2019,Hatchback,Gainesville,FL
44616,Cadillac,0,2020,Sedan,Rainbow City,AL
28818.3103,Chevrolet,266873,2004,SUV,West Columbia,SC
10995,Ford,93740,2012,SUV,Fredericksburg,VA
39585,Jeep,4,2020,SUV,Emmaus,PA
27465,MINI,1642,2020,Hatchback,Darien,CT
23990,Honda,12686,2018,Sedan,Atlanta,GA
16987,Ford,53302,2018,SUV,Birmingham,AL
16118,Hyundai,95,2020,Sedan,Southern Pines,NC
22595,Chevrolet,4,2020,SUV,Hamburg,NY
38864,GMC,4,2020,SUV,Seaford,DE
38151,GMC,6,2020,SUV,Fort Walton Beach,FL
56619,Land Rover,2,2020,SUV,Greenville,SC
33802,Jeep,13,2020,SUV,Savannah,GA
26491,Mazda,14592,2020,SUV,Orlando,FL
34023,Ford,8,2020,Crew Cab Pickup,Lakeland,FL
14575,Chevrolet,69128,2016,Sedan,Atlanta,GA
28150,Nissan,19,2020,Sedan,Latham,NY
13590,Honda,60293,2014,Sedan,Macon,GA
26665,Subaru,462,2020,Sedan,Lancaster,PA
51142,RAM,0,2020,Crew Cab Pickup,Kernersville,NC
40000,Chevrolet,646,2020,Crew Cab Pickup,Hickory,NC
13988,Volkswagen,64267,2018,Sedan,Conyers,GA
13990,Ford,31073,2017,Hatchback,Orange City,FL
46109,Honda,5,2021,SUV,Brooklyn,NY
68290,Cadillac,5,2020,SUV,Carlisle,PA
31330,Jeep,0,2020,SUV,Bayside,NY
37354,Subaru,6,2020,SUV,Cary,NC
19990,Kia,4478,2019,Sedan,Waterford,PA
10999,Chevrolet,149000,2005,Extended Cab Pickup,Goodlettsville,TN
12990,Hyundai,69033,2013,Hatchback,Philadelphia,PA
126792,Land Rover,0,2020,SUV,Vienna,VA
18897,Chevrolet,20553,2020,Sedan,TAMPA,FL
23988,Nissan,27379,2017,SUV,Lexington,NC
29860,Jeep,32,2020,SUV,Elma,NY
19950,Buick,22854,2017,SUV,Daytona Beach,FL
21990,Nissan,82452,2017,SUV,Savannah,GA
28803,Toyota,191,2020,SUV,Hamburg,PA
20478,Kia,5,2021,Hatchback,Tuscaloosa,AL
46641,Ford,4,2020,Crew Cab Pickup,Glen Burnie,MD
17492,Honda,80992,2015,SUV,Birmingham,AL
14971,Nissan,5603,2017,Sedan,Swarthmore,PA
29502,Ford,11,2020,Sedan,Columbia,MD
33992,BMW,23398,2020,Sedan,Miami,FL
19998,Nissan,50182,2017,SUV,Montgomery,AL
31597,Jeep,24239,2019,SUV,Winston-Salem,NC
14532,Volkswagen,16383,2017,Sedan,Daphne,AL
8997,Ford,62292,2016,Sedan,Winter Park,FL
28654,Hyundai,8,2020,SUV,Ocala,FL
24897,Chevrolet,19836,2019,SUV,Cullman,AL
47499,Jaguar,6846,2019,SUV,Naples,FL
19400,GMC,117000,2011,Crew Cab Pickup,Lake City,FL
32659,Toyota,0,2020,Sedan,Orlando,FL
28818.3103,RAM,1916,2019,Crew Cab Pickup,Orlando,FL
66068,Land Rover,2201,2020,SUV,Pompano Beach,FL
93590,Lincoln,9,2020,SUV,Pitts,PA
26998,Ford,43999,2017,SUV,Chantilly,VA
15990,Volkswagen,40666,2017,SUV,Johnson City,TN
31995,Jeep,36360,2017,SUV,Allentown,PA
21966,Porsche,64470,2014,SUV,Arlington,VA
46403,Volkswagen,5,2020,SUV,Delray Beach,FL
47325,Ford,8,2020,SUV,Cookeville,TN
14990,Kia,2545,2019,Sedan,Pittsburgh,PA
38101,GMC,6,2021,Crew Cab Pickup,Port Richey,FL
62290,Volvo,0,2020,Wagon,Cockeysville,MD
29114,Audi,19504,2017,Sedan,Frederick,MD
9895,Kia,61502,2014,Sedan,Orlando,FL
15793,Jeep,12844,2018,SUV,Naples,FL
31855,Jeep,5,2020,SUV,Lancaster,PA
18500,Ford,27504,2017,SUV,Keyport,NJ
26120,Mazda,31682,2019,SUV,Daytona Beach,FL
15990,Nissan,41265,2017,SUV,Tampa,FL
7899,Acura,123401,2006,SUV,Chantilly,VA
34940,Nissan,9568,2019,SUV,Wilmington,DE
19260,Dodge,11,2020,SUV,Seminole,FL
25990,Honda,10532,2018,Sedan,Charlottesville,VA
47615,Nissan,10,2020,Crew Cab Pickup,Clearwater,FL
41000,Lincoln,26454,2017,Sedan,Greensboro,NC
18900,Nissan,43850,2018,Sedan,Lake City,FL
37998,Lincoln,5338,2020,Sedan,Bessemer,AL
7975,Hyundai,100877,2014,Sedan,Columbia,SC
28385,Buick,18,2019,SUV,Columbia,TN
20700,Nissan,7858,2017,SUV,Virginia Beach,VA
41840,Jeep,11,2020,SUV,Waterford,PA
28846,Mercedes-Benz,69445,2017,SUV,Pelham,AL
26615,Jeep,5,2020,SUV,Marietta,GA
22926,Subaru,28041,2017,SUV,Hicksville,NY
22995,Buick,16999,2019,SUV,Fairbanks,AK
45999,Chevrolet,26343,2019,SUV,Orlando,FL
28818.3103,Ford,145696,2013,SUV,Norfolk,VA
29105,GMC,3,2020,SUV,Gainesville,GA
34030,Mazda,9,2020,SUV,Naples,FL
13990,Hyundai,35796,2017,Sedan,Charlottesville,VA
28818.3103,Chevrolet,6951,2020,Sedan,Edgefield,SC
45998,Chevrolet,23541,2019,SUV,Dothan,AL
16548,Hyundai,15,2020,Sedan,Cary,NC
12990,Kia,19109,2017,Sedan,Albany,NY
29990,Cadillac,17874,2017,SUV,Nashville,TN
22890,Lincoln,30791,2017,SUV,Lansdale,PA
25686,Audi,61929,2017,Sedan,Secaucus,NJ
13998,Hyundai,28498,2017,Sedan,Newport News,VA
